member_id,first_name,last_name,email,position,phone,zip,major_name,college,budget_id,spent,remaining,Budget,event_name,Date,location,Expense,Income,city,county,state
rec4BLdZHS2Blfp4v,Sacha,Harrison,sacha.harrison@lpu.edu,President,840-555-4781,7080,Liberal Arts,College of Humanities and Social Sciences,recwXIiKoBMjXJsGZ,101.94,48.06,150,September Meeting,10-09-2019,MU 215,50.13,50,South Plainfield,Middlesex County,New Jersey
rec4BLdZHS2Blfp4v,Sacha,Harrison,sacha.harrison@lpu.edu,President,840-555-4781,7080,Liberal Arts,College of Humanities and Social Sciences,recwXIiKoBMjXJsGZ,101.94,48.06,150,September Meeting,10-09-2019,MU 215,50.13,50,South Plainfield,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recJOc7f9KgpgJm5q,6,4,10,October Speaker,22-10-2019,MU 215,6,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recZuCiQzCDAs4zDQ,13.45,11.55,25,October Speaker,22-10-2019,MU 215,13.45,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recr60T1tLsfdICV8,154.34,0.66,155,October Speaker,22-10-2019,MU 215,92.82,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recr60T1tLsfdICV8,154.34,0.66,155,October Speaker,22-10-2019,MU 215,61.52,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recsI0IzpUuxl2bPh,67.81,7.19,75,October Speaker,22-10-2019,MU 215,67.81,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,rec0QmEc3cSQFQ6V2,67.81,7.19,75,September Speaker,24-09-2019,MU 215,67.81,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,rec5V70sIuIgpOzDT,173.06,-23.06,150,September Speaker,24-09-2019,MU 215,59.73,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,rec5V70sIuIgpOzDT,173.06,-23.06,150,September Speaker,24-09-2019,MU 215,113.33,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recZdw5TjWrRTj4kp,6,4,10,September Speaker,24-09-2019,MU 215,6,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,rectLnkwVg4AIgY0R,13.45,11.55,25,September Speaker,24-09-2019,MU 215,13.45,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recRQdaiKCxFAlPCy,295.12,4.88,300,Registration,01-09-2019,Campus Common,295.12,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,rec1bG6HSft7XIvTP,121.14,28.86,150,October Meeting,08-10-2019,MU 215,69.33,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,rec1bG6HSft7XIvTP,121.14,28.86,150,October Meeting,08-10-2019,MU 215,51.81,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recTxecmwIhCdIKvl,54.25,0.75,55,October Meeting,08-10-2019,MU 215,54.25,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recN9yY7okNrFps0Y,74.59,0.41,75,November Speaker,19-11-2019,MU 215,74.59,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recTUGXxhTaFZ2qkg,6,4,10,November Speaker,19-11-2019,MU 215,6,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recutlCwBNym7tS12,16.28,8.72,25,November Speaker,19-11-2019,MU 215,16.28,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,reczf4LoOK6z7oOec,122.33,27.67,150,November Speaker,19-11-2019,MU 215,62.6,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,reczf4LoOK6z7oOec,122.33,27.67,150,November Speaker,19-11-2019,MU 215,59.73,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recKjd7dcURsmP0KY,54.25,0.75,55,November Meeting,05-11-2019,MU 215,54.25,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recexNBMuCY9emh6y,174.25,-24.25,150,November Meeting,05-11-2019,MU 215,50.13,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recexNBMuCY9emh6y,174.25,-24.25,150,November Meeting,05-11-2019,MU 215,124.12,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recca5tkvdQgoLKZz,327.07,22.93,350,Yearly Kickoff,03-09-2019,MU 215,103.62,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recca5tkvdQgoLKZz,327.07,22.93,350,Yearly Kickoff,03-09-2019,MU 215,28.15,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recca5tkvdQgoLKZz,327.07,22.93,350,Yearly Kickoff,03-09-2019,MU 215,195.3,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recvKTAWAFKkVNnXQ,122.06,27.94,150,Yearly Kickoff,03-09-2019,MU 215,122.06,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recMc8TbR76rmUSHG,54.25,0.75,55,September Meeting,10-09-2019,MU 215,54.25,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recwXIiKoBMjXJsGZ,101.94,48.06,150,September Meeting,10-09-2019,MU 215,51.81,50,Perth Amboy,Middlesex County,New Jersey
recxBj3tjKTGHqucS,Sherri,Ramsey,sherri.ramsey@lpu.edu,Member,942-555-1132,8861,Physics Teaching,College of Science,recwXIiKoBMjXJsGZ,101.94,48.06,150,September Meeting,10-09-2019,MU 215,50.13,50,Perth Amboy,Middlesex County,New Jersey
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recJOc7f9KgpgJm5q,6,4,10,October Speaker,22-10-2019,MU 215,6,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recZuCiQzCDAs4zDQ,13.45,11.55,25,October Speaker,22-10-2019,MU 215,13.45,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recr60T1tLsfdICV8,154.34,0.66,155,October Speaker,22-10-2019,MU 215,92.82,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recr60T1tLsfdICV8,154.34,0.66,155,October Speaker,22-10-2019,MU 215,61.52,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recsI0IzpUuxl2bPh,67.81,7.19,75,October Speaker,22-10-2019,MU 215,67.81,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,rec0QmEc3cSQFQ6V2,67.81,7.19,75,September Speaker,24-09-2019,MU 215,67.81,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,rec5V70sIuIgpOzDT,173.06,-23.06,150,September Speaker,24-09-2019,MU 215,59.73,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,rec5V70sIuIgpOzDT,173.06,-23.06,150,September Speaker,24-09-2019,MU 215,113.33,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recZdw5TjWrRTj4kp,6,4,10,September Speaker,24-09-2019,MU 215,6,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,rectLnkwVg4AIgY0R,13.45,11.55,25,September Speaker,24-09-2019,MU 215,13.45,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recRQdaiKCxFAlPCy,295.12,4.88,300,Registration,01-09-2019,Campus Common,295.12,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,rec1bG6HSft7XIvTP,121.14,28.86,150,October Meeting,08-10-2019,MU 215,69.33,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,rec1bG6HSft7XIvTP,121.14,28.86,150,October Meeting,08-10-2019,MU 215,51.81,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recTxecmwIhCdIKvl,54.25,0.75,55,October Meeting,08-10-2019,MU 215,54.25,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recN9yY7okNrFps0Y,74.59,0.41,75,November Speaker,19-11-2019,MU 215,74.59,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recTUGXxhTaFZ2qkg,6,4,10,November Speaker,19-11-2019,MU 215,6,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recutlCwBNym7tS12,16.28,8.72,25,November Speaker,19-11-2019,MU 215,16.28,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,reczf4LoOK6z7oOec,122.33,27.67,150,November Speaker,19-11-2019,MU 215,62.6,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,reczf4LoOK6z7oOec,122.33,27.67,150,November Speaker,19-11-2019,MU 215,59.73,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recKjd7dcURsmP0KY,54.25,0.75,55,November Meeting,05-11-2019,MU 215,54.25,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recexNBMuCY9emh6y,174.25,-24.25,150,November Meeting,05-11-2019,MU 215,50.13,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recexNBMuCY9emh6y,174.25,-24.25,150,November Meeting,05-11-2019,MU 215,124.12,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recca5tkvdQgoLKZz,327.07,22.93,350,Yearly Kickoff,03-09-2019,MU 215,103.62,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recca5tkvdQgoLKZz,327.07,22.93,350,Yearly Kickoff,03-09-2019,MU 215,28.15,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recca5tkvdQgoLKZz,327.07,22.93,350,Yearly Kickoff,03-09-2019,MU 215,195.3,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recvKTAWAFKkVNnXQ,122.06,27.94,150,Yearly Kickoff,03-09-2019,MU 215,122.06,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recMc8TbR76rmUSHG,54.25,0.75,55,September Meeting,10-09-2019,MU 215,54.25,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recwXIiKoBMjXJsGZ,101.94,48.06,150,September Meeting,10-09-2019,MU 215,51.81,50,New York,New York County,New York
rec28ORZgcm1dtqBZ,Luisa,Guidi,luisa.guidi@lpu.edu,Member,442-555-5882,10002,Civil Engineering,College of Engineering,recwXIiKoBMjXJsGZ,101.94,48.06,150,September Meeting,10-09-2019,MU 215,50.13,50,New York,New York County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recJOc7f9KgpgJm5q,6,4,10,October Speaker,22-10-2019,MU 215,6,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recZuCiQzCDAs4zDQ,13.45,11.55,25,October Speaker,22-10-2019,MU 215,13.45,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recr60T1tLsfdICV8,154.34,0.66,155,October Speaker,22-10-2019,MU 215,92.82,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recr60T1tLsfdICV8,154.34,0.66,155,October Speaker,22-10-2019,MU 215,61.52,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recsI0IzpUuxl2bPh,67.81,7.19,75,October Speaker,22-10-2019,MU 215,67.81,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,rec0QmEc3cSQFQ6V2,67.81,7.19,75,September Speaker,24-09-2019,MU 215,67.81,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,rec5V70sIuIgpOzDT,173.06,-23.06,150,September Speaker,24-09-2019,MU 215,59.73,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,rec5V70sIuIgpOzDT,173.06,-23.06,150,September Speaker,24-09-2019,MU 215,113.33,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recZdw5TjWrRTj4kp,6,4,10,September Speaker,24-09-2019,MU 215,6,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,rectLnkwVg4AIgY0R,13.45,11.55,25,September Speaker,24-09-2019,MU 215,13.45,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recRQdaiKCxFAlPCy,295.12,4.88,300,Registration,01-09-2019,Campus Common,295.12,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recN9yY7okNrFps0Y,74.59,0.41,75,November Speaker,19-11-2019,MU 215,74.59,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recTUGXxhTaFZ2qkg,6,4,10,November Speaker,19-11-2019,MU 215,6,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recutlCwBNym7tS12,16.28,8.72,25,November Speaker,19-11-2019,MU 215,16.28,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,reczf4LoOK6z7oOec,122.33,27.67,150,November Speaker,19-11-2019,MU 215,62.6,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,reczf4LoOK6z7oOec,122.33,27.67,150,November Speaker,19-11-2019,MU 215,59.73,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recKjd7dcURsmP0KY,54.25,0.75,55,November Meeting,05-11-2019,MU 215,54.25,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recexNBMuCY9emh6y,174.25,-24.25,150,November Meeting,05-11-2019,MU 215,50.13,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recexNBMuCY9emh6y,174.25,-24.25,150,November Meeting,05-11-2019,MU 215,124.12,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recca5tkvdQgoLKZz,327.07,22.93,350,Yearly Kickoff,03-09-2019,MU 215,103.62,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recca5tkvdQgoLKZz,327.07,22.93,350,Yearly Kickoff,03-09-2019,MU 215,28.15,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recca5tkvdQgoLKZz,327.07,22.93,350,Yearly Kickoff,03-09-2019,MU 215,195.3,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recvKTAWAFKkVNnXQ,122.06,27.94,150,Yearly Kickoff,03-09-2019,MU 215,122.06,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recMc8TbR76rmUSHG,54.25,0.75,55,September Meeting,10-09-2019,MU 215,54.25,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recwXIiKoBMjXJsGZ,101.94,48.06,150,September Meeting,10-09-2019,MU 215,51.81,50,Sunnyside,Queens County,New York
rec75vvFxgYtHmqxY,Carlo,Jacobs,carlo.jacobs@lpu.edu,Member,928-555-2577,11104,International Business,School of Business,recwXIiKoBMjXJsGZ,101.94,48.06,150,September Meeting,10-09-2019,MU 215,50.13,50,Sunnyside,Queens County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,recJOc7f9KgpgJm5q,6,4,10,October Speaker,22-10-2019,MU 215,6,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,recZuCiQzCDAs4zDQ,13.45,11.55,25,October Speaker,22-10-2019,MU 215,13.45,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,recr60T1tLsfdICV8,154.34,0.66,155,October Speaker,22-10-2019,MU 215,92.82,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,recr60T1tLsfdICV8,154.34,0.66,155,October Speaker,22-10-2019,MU 215,61.52,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,recsI0IzpUuxl2bPh,67.81,7.19,75,October Speaker,22-10-2019,MU 215,67.81,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,rec0QmEc3cSQFQ6V2,67.81,7.19,75,September Speaker,24-09-2019,MU 215,67.81,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,rec5V70sIuIgpOzDT,173.06,-23.06,150,September Speaker,24-09-2019,MU 215,59.73,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,rec5V70sIuIgpOzDT,173.06,-23.06,150,September Speaker,24-09-2019,MU 215,113.33,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,recZdw5TjWrRTj4kp,6,4,10,September Speaker,24-09-2019,MU 215,6,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,rectLnkwVg4AIgY0R,13.45,11.55,25,September Speaker,24-09-2019,MU 215,13.45,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,recRQdaiKCxFAlPCy,295.12,4.88,300,Registration,01-09-2019,Campus Common,295.12,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,rec1bG6HSft7XIvTP,121.14,28.86,150,October Meeting,08-10-2019,MU 215,69.33,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,rec1bG6HSft7XIvTP,121.14,28.86,150,October Meeting,08-10-2019,MU 215,51.81,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,recTxecmwIhCdIKvl,54.25,0.75,55,October Meeting,08-10-2019,MU 215,54.25,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,recN9yY7okNrFps0Y,74.59,0.41,75,November Speaker,19-11-2019,MU 215,74.59,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,recTUGXxhTaFZ2qkg,6,4,10,November Speaker,19-11-2019,MU 215,6,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,recutlCwBNym7tS12,16.28,8.72,25,November Speaker,19-11-2019,MU 215,16.28,50,East Meadow,Nassau County,New York
recZ4PkGERzl9ziHO,Maya,Mclean,maya.mclean@lpu.edu,Member,435-555-8128,11554,Environmental Engineering,College of Engineering,reczf4LoOK6z7oOec,122.33,27.67,150,November Speaker,19-11-2019,MU 215,62.6,50,East Meadow,Nassau County,New York
